n	k	d	fom	l	m	A	B	wt	fam	C	D
104	56	28	422.1538	2	26	x^0*y^0+x^0*y^22+x^1*y^0+x^1*y^22		4	css		
84	56	25	416.6667	3	14	x^0*y^0+x^0*y^7+x^1*y^0+x^1*y^7		4	css		
972	54	202	2266.8889	18	27	x^0*y^6+x^1*y^0+x^15*y^0+x^15*y^6	x^0*y^12+x^12*y^0+x^12*y^12+x^17*y^0	8	css		
756	54	156	1738.2857	14	27	x^0*y^0+x^0*y^22+x^13*y^0+x^13*y^22	x^0*y^0+x^0*y^17+x^12*y^0+x^13*y^17	8	css		
648	54	136	1541.3333	27	12	x^0*y^1+x^0*y^3+x^4*y^0+x^4*y^3	x^0*y^1+x^0*y^6+x^8*y^0+x^8*y^6	8	css		
540	54	119	1416.1000	27	10	x^0*y^0+x^0*y^1+x^20*y^0+x^20*y^1	x^0*y^2+x^0*y^9+x^13*y^0+x^13*y^2	8	css		
390	54	88	1072.2462	15	13	x^0*y^0+x^0*y^2+x^8*y^0+x^8*y^2	x^0*y^0+x^0*y^4+x^1*y^0+x^1*y^4	8	css		
374	54	85	1043.1818	11	17	x^0*y^0+x^0*y^12+x^10*y^0+x^10*y^12	x^0*y^0+x^0*y^7+x^9*y^0+x^9*y^7	8	css		
342	54	79	985.4211	9	19	x^0*y^0+x^0*y^16+x^8*y^0+x^8*y^16	x^0*y^0+x^0*y^13+x^7*y^0+x^7*y^13	8	css		
392	54	83	948.9949	14	14	x^0*y^0+x^0*y^5+x^9*y^0+x^9*y^5	x^0*y^0+x^0*y^10+x^4*y^0+x^4*y^10	8	css		
320	54	71	850.6688	8	20	x^0*y^0+x^0*y^17+x^7*y^0+x^7*y^17	x^0*y^0+x^0*y^14+x^6*y^0+x^6*y^14	8	css		
294	54	68	849.3061	7	21	x^0*y^0+x^0*y^8+x^5*y^0+x^5*y^8	x^0*y^0+x^0*y^16+x^3*y^0+x^3*y^16	8	css		
230	54	58	789.8087	5	23	x^0*y^0+x^0*y^10+x^3*y^0+x^3*y^10	x^0*y^0+x^0*y^20+x^1*y^0+x^1*y^20	8	css		
264	54	61	761.1136	22	6	x^0*y^0+x^0*y^1+x^19*y^0+x^19*y^1	x^0*y^0+x^0*y^2+x^16*y^0+x^16*y^2	8	css		
384	54	73	749.3906	16	12	x^0*y^0+x^0*y^1+x^9*y^0+x^9*y^1	x^0*y^0+x^0*y^2+x^2*y^0+x^2*y^2	8	css		
216	54	54	729.0000	27	4	x^0*y^0+x^0*y^3+x^6*y^1+x^6*y^3	x^0*y^0+x^0*y^2+x^12*y^0+x^12*y^3	8	css		
192	54	47	621.2812	4	24	x^0*y^0+x^0*y^17+x^1*y^0+x^1*y^17	x^0*y^0+x^0*y^10+x^2*y^0+x^2*y^10	8	css		
150	54	39	547.5600	3	25	x^0*y^0+x^0*y^3+x^1*y^0+x^1*y^3	x^0*y^0+x^0*y^6+x^2*y^0+x^2*y^6	8	css		
104	54	31	498.9808	26	2	x^0*y^0+x^0*y^1+x^23*y^0+x^23*y^1		4	css		
126	54	34	495.4286	21	3	x^0*y^0+x^0*y^2+x^9*y^0+x^9*y^2	x^0*y^0+x^0*y^1+x^18*y^0+x^18*y^1	8	css		
144	54	36	486.0000	18	4	x^0*y^0+x^0*y^3+x^3*y^0+x^3*y^3	x^0*y^0+x^0*y^2+x^6*y^0+x^6*y^2	8	css		
72	54	24	432.0000	2	18	x^0*y^0+x^0*y^9+x^1*y^0+x^1*y^9		4	css		
96	54	25	351.5625	24	2	x^0*y^0+x^0*y^1+x^3*y^0+x^3*y^1		4	css		
728	52	152	1650.2857	26	14	x^0*y^0+x^0*y^1+x^3*y^0+x^3*y^2	x^0*y^2+x^0*y^13+x^6*y^0+x^6*y^2	8	css		
624	52	128	1365.3333	26	12	x^0*y^0+x^0*y^5+x^5*y^1+x^5*y^5	x^0*y^0+x^0*y^10+x^10*y^0+x^10*y^11	8	css		
468	52	103	1178.7778	26	9	x^0*y^0+x^0*y^5+x^6*y^0+x^6*y^6	x^0*y^0+x^0*y^2+x^12*y^0+x^12*y^1	8	css		
352	52	78	898.7727	16	11	x^0*y^0+x^0*y^6+x^1*y^0+x^1*y^6	x^0*y^0+x^0*y^1+x^2*y^0+x^2*y^1	8	css		
260	52	65	845.0000	5	26	x^0*y^0+x^1*y^0+x^1*y^7+x^4*y^7	x^0*y^0+x^0*y^14+x^1*y^0+x^2*y^14	8	css		
340	52	74	837.5059	10	17	x^0*y^0+x^0*y^3+x^3*y^0+x^3*y^3	x^0*y^0+x^0*y^6+x^6*y^0+x^6*y^6	8	css		
364	52	76	825.1429	14	13	x^0*y^0+x^0*y^8+x^1*y^0+x^1*y^8	x^0*y^0+x^0*y^3+x^2*y^0+x^2*y^3	8	css		
324	52	71	809.0494	9	18	x^0*y^0+x^0*y^1+x^4*y^0+x^4*y^1	x^0*y^0+x^0*y^2+x^8*y^0+x^8*y^2	8	css		
280	52	65	784.6429	7	20	x^0*y^0+x^0*y^19+x^5*y^0+x^5*y^19	x^0*y^0+x^0*y^18+x^3*y^0+x^3*y^18	8	css		
220	52	57	767.9455	22	5	x^0*y^0+x^0*y^2+x^1*y^0+x^1*y^2	x^0*y^0+x^0*y^4+x^2*y^0+x^2*y^4	8	css		
304	52	67	767.8553	19	8	x^0*y^0+x^0*y^5+x^3*y^0+x^3*y^5	x^0*y^0+x^0*y^2+x^6*y^0+x^6*y^2	8	css		
252	52	58	694.1587	21	6	x^0*y^0+x^0*y^1+x^8*y^0+x^8*y^1	x^0*y^0+x^0*y^2+x^16*y^0+x^16*y^2	8	css		
184	52	47	624.2826	4	23	x^0*y^0+x^0*y^8+x^1*y^0+x^1*y^8	x^0*y^0+x^0*y^16+x^2*y^0+x^2*y^16	8	css		
192	52	47	598.2708	8	12	x^0*y^0+x^0*y^10+x^7*y^0+x^7*y^10	x^0*y^0+x^0*y^8+x^6*y^0+x^6*y^8	8	css		
156	52	41	560.3333	26	3	x^0*y^0+x^0*y^2+x^23*y^1+x^23*y^2	x^0*y^0+x^0*y^1+x^20*y^0+x^20*y^1	8	css		
144	52	39	549.2500	3	24	x^0*y^0+x^0*y^13+x^1*y^0+x^1*y^13	x^0*y^0+x^0*y^2+x^2*y^0+x^2*y^2	8	css		
196	52	45	537.2449	7	14	x^0*y^0+x^0*y^12+x^1*y^0+x^1*y^12	x^0*y^0+x^0*y^10+x^2*y^0+x^2*y^10	8	css		
180	52	43	534.1556	10	9	x^0*y^0+x^0*y^4+x^2*y^0+x^2*y^4	x^0*y^0+x^0*y^8+x^4*y^0+x^4*y^8	8	css		
132	52	36	510.5455	6	11	x^0*y^0+x^0*y^5+x^2*y^0+x^2*y^5	x^0*y^0+x^0*y^10+x^4*y^0+x^4*y^10	8	css		
312	52	55	504.1667	26	6	x^0*y^0+x^0*y^2+x^13*y^0+x^13*y^1		4	css		
160	52	39	494.3250	10	8	x^0*y^0+x^0*y^2+x^7*y^0+x^7*y^2	x^0*y^0+x^0*y^4+x^4*y^0+x^4*y^4	8	css		
100	52	27	379.0800	25	2	x^0*y^0+x^0*y^1+x^14*y^0+x^14*y^1		4	css		
96	52	26	366.1667	24	2	x^0*y^0+x^0*y^1+x^2*y^0+x^2*y^1		4	css		
850	50	178	1863.7647	17	25	x^0*y^0+x^0*y^20+x^5*y^0+x^6*y^20	x^0*y^0+x^0*y^15+x^9*y^0+x^10*y^15	8	css		
600	50	126	1323.0000	25	12	x^0*y^10+x^0*y^11+x^18*y^0+x^18*y^10	x^0*y^1+x^0*y^8+x^11*y^0+x^11*y^8	8	css		
700	50	136	1321.1429	25	14	x^0*y^0+x^0*y^3+x^2*y^0+x^2*y^2	x^0*y^0+x^0*y^3+x^4*y^0+x^4*y^4	8	css		
500	50	103	1060.9000	10	25	x^0*y^0+x^6*y^10+x^8*y^0+x^8*y^10	x^0*y^0+x^0*y^20+x^5*y^20+x^6*y^0	8	css		
330	50	75	852.2727	11	15	x^0*y^0+x^0*y^1+x^3*y^0+x^3*y^1	x^0*y^0+x^0*y^2+x^6*y^0+x^6*y^2	8	css		
338	50	75	832.1006	13	13	x^0*y^0+x^0*y^11+x^8*y^0+x^8*y^11	x^0*y^0+x^0*y^9+x^3*y^0+x^3*y^9	8	css		
320	50	72	810.0000	10	16	x^0*y^0+x^0*y^11+x^7*y^0+x^7*y^11	x^0*y^0+x^0*y^6+x^4*y^0+x^4*y^6	8	css		
336	50	72	771.4286	12	14	x^0*y^0+x^0*y^1+x^7*y^0+x^7*y^1	x^0*y^0+x^0*y^2+x^2*y^0+x^2*y^2	8	css		
306	50	68	755.5556	17	9	x^0*y^0+x^0*y^8+x^12*y^0+x^12*y^8	x^0*y^0+x^0*y^7+x^7*y^0+x^7*y^7	8	css		
266	50	63	746.0526	19	7	x^0*y^0+x^0*y^4+x^6*y^0+x^6*y^4	x^0*y^0+x^0*y^1+x^12*y^0+x^12*y^1	8	css		
288	50	63	689.0625	18	8	x^0*y^0+x^0*y^3+x^17*y^0+x^17*y^3	x^0*y^0+x^0*y^6+x^16*y^0+x^16*y^6	8	css		
210	50	53	668.8095	5	21	x^0*y^0+x^0*y^10+x^2*y^0+x^2*y^10	x^0*y^0+x^0*y^20+x^4*y^0+x^4*y^20	8	css		
400	50	72	648.0000	10	20	x^0*y^0+x^1*y^15+x^4*y^15+x^5*y^0		4	css		
176	50	42	501.1364	4	22	x^0*y^0+x^0*y^5+x^1*y^0+x^1*y^5	x^0*y^0+x^0*y^10+x^2*y^0+x^2*y^10	8	css		
240	50	49	500.2083	20	6	x^0*y^0+x^0*y^1+x^9*y^0+x^9*y^1	x^0*y^0+x^0*y^2+x^18*y^0+x^18*y^2	8	css		
138	50	37	496.0145	3	23	x^0*y^0+x^0*y^4+x^1*y^0+x^1*y^4	x^0*y^0+x^0*y^8+x^2*y^0+x^2*y^8	8	css		
80	50	25	390.6250	2	20	x^0*y^0+x^0*y^15+x^1*y^0+x^1*y^15		4	css		
864	48	180	1800.0000	24	18	x^0*y^0+x^0*y^16+x^22*y^0+x^22*y^15	x^0*y^1+x^0*y^12+x^20*y^0+x^20*y^12	8	css		
816	48	164	1582.1176	24	17	x^0*y^3+x^0*y^16+x^13*y^0+x^13*y^3	x^0*y^0+x^0*y^6+x^2*y^6+x^2*y^16	8	css		
720	48	150	1500.0000	24	15	x^0*y^0+x^0*y^2+x^10*y^0+x^10*y^4	x^0*y^8+x^0*y^14+x^20*y^0+x^20*y^8	8	css		
768	48	150	1406.2500	24	16	x^0*y^0+x^0*y^7+x^5*y^7+x^5*y^15	x^0*y^0+x^0*y^14+x^10*y^0+x^10*y^13	8	css		
882	48	160	1393.1973	21	21	x^0*y^1+x^0*y^10+x^16*y^0+x^16*y^10	x^0*y^0+x^0*y^20+x^11*y^4+x^11*y^20	8	css		
972	48	160	1264.1975	27	18	x^0*y^0+x^0*y^6+x^0*y^12	x^0*y^0+x^7*y^0+x^17*y^0	6	css		
648	48	124	1138.9630	18	18	x^0*y^0+x^0*y^1+x^0*y^2	x^0*y^0+x^6*y^0+x^12*y^0	6	css		
528	48	109	1080.0909	12	22	x^0*y^8+x^1*y^0+x^7*y^8+x^8*y^0	x^0*y^0+x^1*y^16+x^2*y^16+x^3*y^0	8	css		
756	48	126	1008.0000	21	18	x^0*y^0+x^0*y^6+x^0*y^12	x^0*y^0+x^5*y^0+x^13*y^0	6	css		
480	48	98	960.4000	10	24	x^0*y^0+x^1*y^2+x^9*y^0+x^9*y^2	x^0*y^0+x^8*y^0+x^8*y^4+x^9*y^4	8	css		
540	48	98	853.6889	45	6	x^0*y^0+x^0*y^2+x^0*y^4	x^0*y^0+x^21*y^0+x^42*y^0	6	css		
312	48	68	711.3846	12	13	x^0*y^0+x^0*y^11+x^7*y^0+x^7*y^11	x^0*y^0+x^0*y^9+x^2*y^0+x^2*y^9	8	css		
308	48	67	699.5844	14	11	x^0*y^0+x^0*y^6+x^5*y^0+x^5*y^6	x^0*y^0+x^0*y^1+x^10*y^0+x^10*y^1	8	css		
288	48	64	682.6667	48	3	x^0*y^0+x^0*y^1+x^17*y^0+x^41*y^1	x^0*y^2+x^24*y^1+x^34*y^0+x^34*y^2	8	css		
432	48	78	676.0000	6	36	x^0*y^0+x^0*y^12+x^5*y^12	x^0*y^0+x^5*y^0+x^5*y^12	6	css		
252	48	59	663.0476	7	18	x^0*y^0+x^0*y^11+x^1*y^0+x^1*y^11	x^0*y^0+x^0*y^4+x^2*y^0+x^2*y^4	8	css		
272	48	61	656.6471	8	17	x^0*y^0+x^0*y^10+x^7*y^0+x^7*y^10	x^0*y^0+x^0*y^3+x^6*y^0+x^6*y^3	8	css		
324	48	66	645.3333	18	9	x^0*y^0+x^0*y^5+x^0*y^7	x^0*y^0+x^6*y^0+x^12*y^0	6	css		
300	48	62	615.0400	15	10	x^0*y^0+x^0*y^1+x^14*y^0+x^14*y^1	x^0*y^0+x^0*y^2+x^13*y^0+x^13*y^2	8	css		
200	48	49	576.2400	5	20	x^0*y^0+x^0*y^1+x^4*y^0+x^4*y^1	x^0*y^0+x^0*y^2+x^3*y^0+x^3*y^2	8	css		
228	48	52	569.2632	6	19	x^0*y^0+x^0*y^10+x^1*y^0+x^1*y^10	x^0*y^0+x^0*y^1+x^2*y^0+x^2*y^1	8	css		
384	48	66	544.5000	32	6	x^0*y^3+x^16*y^0+x^16*y^3+x^20*y^3		4	css		
240	48	52	540.8000	5	24	x^0*y^0+x^0*y^20+x^1*y^20+x^2*y^0	x^0*y^0+x^0*y^16+x^4*y^0+x^4*y^16	8	css		
168	48	41	480.2857	21	4	x^0*y^0+x^0*y^1+x^1*y^0+x^1*y^1	x^0*y^0+x^0*y^2+x^2*y^0+x^2*y^2	8	css		
216	48	46	470.2222	18	6	x^0*y^0+x^0*y^4+x^0*y^5	x^0*y^0+x^6*y^0+x^12*y^0	6	css		
160	48	39	456.3000	8	10	x^0*y^0+x^0*y^2+x^1*y^0+x^1*y^2	x^0*y^0+x^0*y^4+x^2*y^0+x^2*y^4	8	css		
132	48	35	445.4545	3	22	x^0*y^0+x^0*y^21+x^1*y^0+x^1*y^21	x^0*y^0+x^0*y^20+x^2*y^0+x^2*y^20	8	css		
144	48	36	432.0000	8	9	x^0*y^0+x^0*y^5+x^6*y^0+x^6*y^5	x^0*y^0+x^0*y^1+x^4*y^0+x^4*y^1	8	css		
192	48	41	420.2500	12	8	x^0*y^0+x^0*y^2+x^2*y^2+x^11*y^0	x^0*y^0+x^0*y^4+x^4*y^0+x^10*y^4	8	css		
120	48	32	409.6000	4	15	x^0*y^0+x^0*y^9+x^3*y^0+x^3*y^9	x^0*y^0+x^0*y^3+x^2*y^0+x^2*y^3	8	css		
84	48	26	386.2857	2	21	x^0*y^0+x^0*y^3+x^1*y^0+x^1*y^3		4	css		
108	48	29	373.7778	3	18	x^0*y^0+x^0*y^3+x^1*y^0+x^1*y^3	x^0*y^0+x^0*y^6+x^2*y^0+x^2*y^6	8	css		
96	48	27	364.5000	3	16	x^0*y^0+x^0*y^12+x^1*y^0+x^1*y^12	x^0*y^0+x^0*y^8+x^2*y^0+x^2*y^8	8	css		
72	48	23	352.6667	3	12	x^0*y^0+x^0*y^6+x^1*y^0+x^1*y^6		4	css		
88	48	25	340.9091	2	22	x^0*y^0+x^0*y^14+x^1*y^0+x^1*y^14		4	css		
64	48	21	330.7500	16	2	x^0*y^0+x^0*y^1+x^8*y^0+x^8*y^1		4	css		
92	48	25	326.0870	2	23	x^0*y^0+x^0*y^6+x^1*y^0+x^1*y^6		4	css		
80	48	22	290.4000	5	8	x^0*y^0+x^0*y^4+x^2*y^0+x^2*y^4		4	css		
736	46	142	1260.2500	23	16	x^0*y^0+x^0*y^7+x^6*y^7+x^6*y^15	x^0*y^0+x^0*y^15+x^12*y^0+x^12*y^14	8	css		
368	46	80	800.0000	8	23	x^0*y^0+x^6*y^0+x^6*y^5+x^7*y^5	x^0*y^0+x^1*y^10+x^4*y^0+x^4*y^10	8	css		
286	46	62	618.2657	13	11	x^0*y^0+x^0*y^2+x^7*y^0+x^7*y^2	x^0*y^0+x^0*y^4+x^1*y^0+x^1*y^4	8	css		
270	46	59	593.0593	15	9	x^0*y^0+x^0*y^1+x^14*y^0+x^14*y^1	x^0*y^0+x^0*y^2+x^13*y^0+x^13*y^2	8	css		
238	46	55	584.6639	7	17	x^0*y^0+x^0*y^12+x^1*y^0+x^1*y^12	x^0*y^0+x^0*y^7+x^2*y^0+x^2*y^7	8	css		
256	46	57	583.8047	16	8	x^0*y^0+x^0*y^5+x^11*y^0+x^11*y^5	x^0*y^0+x^0*y^2+x^6*y^0+x^6*y^2	8	css		
280	46	58	552.6571	14	10	x^0*y^0+x^0*y^7+x^9*y^0+x^9*y^7	x^0*y^0+x^0*y^4+x^4*y^0+x^4*y^4	8	css		
190	46	46	512.2947	19	5	x^0*y^0+x^0*y^4+x^9*y^0+x^9*y^4	x^0*y^0+x^0*y^3+x^18*y^0+x^18*y^3	8	css		
126	46	34	422.0317	3	21	x^0*y^0+x^0*y^2+x^1*y^0+x^1*y^2	x^0*y^0+x^0*y^4+x^2*y^0+x^2*y^4	8	css		
160	46	38	415.1500	4	20	x^0*y^0+x^0*y^1+x^3*y^0+x^3*y^1	x^0*y^0+x^0*y^2+x^2*y^0+x^2*y^2	8	css		
88	46	24	301.0909	2	22	x^0*y^0+x^0*y^21+x^1*y^0+x^1*y^21		4	css		
792	44	157	1369.3889	22	18	x^0*y^1+x^0*y^2+x^15*y^0+x^15*y^2	x^0*y^0+x^0*y^4+x^8*y^4+x^8*y^10	8	css		
396	44	89	880.1111	22	9	x^0*y^0+x^0*y^3+x^19*y^3+x^19*y^8	x^0*y^0+x^0*y^6+x^16*y^0+x^16*y^5	8	css		
528	44	102	867.0000	12	22	x^0*y^0+x^0*y^8+x^7*y^8+x^8*y^0	x^0*y^0+x^0*y^16+x^2*y^16+x^3*y^0	8	css		
440	44	92	846.4000	10	22	x^0*y^13+x^3*y^0+x^3*y^13+x^9*y^0	x^0*y^0+x^1*y^4+x^6*y^0+x^6*y^4	8	css		
594	44	88	573.6296	33	9	x^0*y^0+x^0*y^8+x^11*y^8	x^0*y^0+x^11*y^0+x^11*y^8	6	css		
264	44	58	560.6667	11	12	x^0*y^0+x^0*y^5+x^4*y^0+x^4*y^5	x^0*y^0+x^0*y^10+x^8*y^0+x^8*y^10	8	css		
240	44	53	514.9833	8	15	x^0*y^0+x^0*y^8+x^7*y^0+x^7*y^8	x^0*y^0+x^0*y^1+x^6*y^0+x^6*y^1	8	css		
252	44	54	509.1429	9	14	x^0*y^0+x^0*y^1+x^8*y^0+x^8*y^1	x^0*y^0+x^0*y^2+x^7*y^0+x^7*y^2	8	css		
224	44	50	491.0714	16	7	x^0*y^0+x^0*y^2+x^11*y^0+x^11*y^2	x^0*y^0+x^0*y^4+x^6*y^0+x^6*y^4	8	css		
204	44	47	476.4510	17	6	x^0*y^0+x^0*y^5+x^16*y^0+x^16*y^5	x^0*y^0+x^0*y^4+x^15*y^0+x^15*y^4	8	css		
260	44	52	457.6000	13	10	x^0*y^0+x^0*y^3+x^5*y^0+x^5*y^3	x^0*y^0+x^0*y^6+x^10*y^0+x^10*y^6	8	css		
152	44	38	418.0000	4	19	x^0*y^0+x^0*y^10+x^3*y^0+x^3*y^10	x^0*y^0+x^0*y^1+x^2*y^0+x^2*y^1	8	css		
180	44	41	410.9111	5	18	x^0*y^0+x^0*y^1+x^3*y^0+x^3*y^1	x^0*y^0+x^0*y^2+x^1*y^0+x^1*y^2	8	css		
198	44	42	392.0000	3	33	x^0*y^0+x^0*y^11+x^2*y^11	x^0*y^0+x^2*y^0+x^2*y^11	6	css		
120	44	32	375.4667	20	3	x^0*y^0+x^0*y^1+x^13*y^0+x^13*y^1	x^0*y^0+x^0*y^2+x^6*y^0+x^6*y^2	8	css		
140	44	34	363.3143	14	5	x^0*y^0+x^0*y^1+x^4*y^0+x^4*y^1	x^0*y^0+x^0*y^2+x^8*y^0+x^8*y^2	8	css		
128	44	32	352.0000	8	8	x^0*y^0+x^0*y^2+x^7*y^0+x^7*y^2	x^0*y^0+x^0*y^4+x^6*y^0+x^6*y^4	8	css		
84	44	24	301.7143	2	21	x^0*y^0+x^0*y^17+x^1*y^0+x^1*y^17		4	css		
108	44	27	297.0000	9	6	x^0*y^0+x^0*y^4+x^1*y^0+x^1*y^4	x^0*y^0+x^0*y^2+x^2*y^0+x^2*y^2	8	css		
308	44	45	289.2857	7	22	x^0*y^11+x^1*y^0+x^1*y^11+x^6*y^0		4	css		
80	44	22	266.2000	20	2	x^0*y^0+x^0*y^1+x^6*y^0+x^6*y^1		4	css		
672	42	122	930.2500	21	16	x^0*y^0+x^0*y^15+x^20*y^0+x^20*y^14	x^0*y^0+x^0*y^14+x^19*y^1+x^19*y^14	8	css		
840	42	131	858.0500	21	20	x^0*y^1+x^0*y^2+x^11*y^0+x^11*y^2	x^0*y^0+x^0*y^4+x^1*y^0+x^1*y^4	8	css		
966	42	121	636.5652	23	21	x^0*y^0+x^12*y^0+x^12*y^18+x^22*y^18	x^0*y^0+x^0*y^15+x^1*y^0+x^1*y^15	8	css		
240	42	52	473.2000	12	10	x^0*y^0+x^0*y^3+x^11*y^0+x^11*y^3	x^0*y^0+x^0*y^6+x^10*y^0+x^10*y^6	8	css		
242	42	52	469.2893	11	11	x^0*y^0+x^0*y^6+x^5*y^0+x^5*y^6	x^0*y^0+x^0*y^1+x^10*y^0+x^10*y^1	8	css		
234	42	50	448.7179	13	9	x^0*y^0+x^0*y^8+x^3*y^0+x^3*y^8	x^0*y^0+x^0*y^7+x^6*y^0+x^6*y^7	8	css		
210	42	47	441.8000	15	7	x^0*y^0+x^0*y^3+x^13*y^0+x^13*y^3	x^0*y^0+x^0*y^6+x^11*y^0+x^11*y^6	8	css		
224	42	48	432.0000	8	14	x^0*y^0+x^0*y^3+x^3*y^0+x^3*y^3	x^0*y^0+x^0*y^6+x^6*y^0+x^6*y^6	8	css		
170	42	41	415.3059	17	5	x^0*y^0+x^0*y^3+x^8*y^0+x^8*y^3	x^0*y^0+x^0*y^1+x^16*y^0+x^16*y^1	8	css		
378	42	61	413.4444	21	9	x^0*y^0+x^0*y^7+x^14*y^0+x^14*y^8	x^0*y^7+x^0*y^8+x^7*y^0+x^7*y^7	8	css		
192	42	42	385.8750	6	16	x^0*y^0+x^0*y^15+x^1*y^0+x^1*y^15	x^0*y^0+x^0*y^14+x^2*y^0+x^2*y^14	8	css		
420	42	61	372.1000	35	6	x^0*y^0+x^0*y^3+x^7*y^0+x^28*y^0		4	css		
114	42	31	354.0526	3	19	x^0*y^0+x^0*y^13+x^2*y^0+x^2*y^13	x^0*y^0+x^0*y^7+x^1*y^0+x^1*y^7	8	css		
252	42	46	352.6667	6	21	x^0*y^0+x^0*y^2+x^2*y^2+x^3*y^0		4	css		
144	42	34	337.1667	18	4	x^0*y^0+x^0*y^1+x^13*y^0+x^13*y^1	x^0*y^0+x^0*y^2+x^8*y^0+x^8*y^2	8	css		
168	42	33	272.2500	4	21	x^0*y^16+x^2*y^0+x^2*y^16+x^3*y^0		4	css		
80	42	22	254.1000	20	2	x^0*y^0+x^0*y^1+x^19*y^0+x^19*y^1		4	css		
90	42	23	246.8667	9	5	x^0*y^0+x^0*y^2+x^6*y^0+x^6*y^2	x^0*y^0+x^0*y^4+x^3*y^0+x^3*y^4	8	css		
72	42	20	233.3333	2	18	x^0*y^0+x^0*y^15+x^1*y^0+x^1*y^15		4	css		
96	42	21	192.9375	12	4	x^0*y^0+x^0*y^1+x^9*y^0+x^9*y^1	x^0*y^0+x^0*y^2+x^6*y^0+x^6*y^2	8	css		
840	40	158	1188.7619	7	60	x^0*y^0+x^0*y^26+x^3*y^0+x^6*y^46	x^0*y^0+x^0*y^52+x^5*y^0+x^6*y^52	8	css		
640	40	128	1024.0000	16	20	x^0*y^18+x^1*y^0+x^12*y^0+x^12*y^18	x^0*y^0+x^0*y^16+x^8*y^16+x^9*y^0	8	css		
680	40	131	1009.4706	17	20	x^0*y^0+x^8*y^0+x^8*y^1+x^16*y^1	x^0*y^2+x^11*y^0+x^16*y^0+x^16*y^2	8	css		
760	40	134	945.0526	20	19	x^0*y^0+x^0*y^17+x^5*y^0+x^5*y^16	x^0*y^0+x^0*y^15+x^10*y^0+x^10*y^16	8	css		
990	40	152	933.4949	15	33	x^0*y^0+x^0*y^1+x^0*y^2	x^0*y^0+x^5*y^0+x^10*y^0	6	css		
560	40	112	896.0000	20	14	x^0*y^0+x^0*y^13+x^1*y^0+x^1*y^13	x^0*y^0+x^0*y^12+x^2*y^0+x^2*y^13	8	css		
810	40	130	834.5679	27	15	x^0*y^0+x^0*y^5+x^0*y^10	x^0*y^0+x^11*y^0+x^19*y^0	6	css		
900	40	136	822.0444	15	30	x^0*y^0+x^0*y^4+x^10*y^4	x^0*y^0+x^10*y^0+x^10*y^4	6	css		
720	40	120	800.0000	30	12	x^0*y^0+x^11*y^4+x^13*y^0+x^13*y^4	x^0*y^0+x^0*y^8+x^26*y^8+x^28*y^0	8	css		
630	40	102	660.5714	21	15	x^0*y^0+x^0*y^5+x^0*y^10	x^0*y^0+x^11*y^0+x^16*y^0	6	css		
960	40	122	620.1667	20	24	x^0*y^0+x^0*y^22+x^5*y^1+x^5*y^22	x^0*y^20+x^0*y^23+x^10*y^0+x^10*y^20	8	css		
360	40	68	513.7778	3	60	x^0*y^0+x^0*y^50+x^0*y^55	x^0*y^0+x^1*y^0+x^2*y^0	6	css		
400	40	67	448.9000	10	20	x^0*y^0+x^1*y^15+x^5*y^0+x^5*y^15		4	css		
220	40	49	436.5455	11	10	x^0*y^0+x^0*y^9+x^7*y^0+x^7*y^9	x^0*y^0+x^0*y^8+x^3*y^0+x^3*y^8	8	css		
270	40	54	432.0000	9	15	x^0*y^0+x^0*y^5+x^0*y^10	x^0*y^0+x^7*y^0+x^8*y^0	6	css		
196	40	45	413.2653	14	7	x^0*y^0+x^0*y^3+x^11*y^0+x^11*y^3	x^0*y^0+x^0*y^6+x^8*y^0+x^8*y^6	8	css		
208	40	46	406.9231	13	8	x^0*y^0+x^0*y^5+x^5*y^0+x^5*y^5	x^0*y^0+x^0*y^2+x^10*y^0+x^10*y^2	8	css		
216	40	46	391.8519	9	12	x^0*y^0+x^0*y^7+x^2*y^0+x^2*y^7	x^0*y^0+x^0*y^2+x^4*y^0+x^4*y^2	8	css		
540	40	70	362.9630	30	9	x^0*y^0+x^0*y^1+x^0*y^5	x^0*y^0+x^5*y^0+x^10*y^0	6	css		
160	40	38	361.0000	16	5	x^0*y^0+x^0*y^2+x^3*y^0+x^3*y^2	x^0*y^0+x^0*y^4+x^6*y^0+x^6*y^4	8	css		
240	40	46	352.6667	3	40	x^0*y^0+x^0*y^3+x^1*y^0+x^1*y^3	x^0*y^6+x^2*y^0+x^2*y^6+x^2*y^20	8	css		
320	40	52	338.0000	20	8	x^0*y^0+x^0*y^5+x^10*y^0+x^10*y^4		4	css		
180	40	38	320.8889	30	3	x^0*y^0+x^0*y^1+x^0*y^2	x^0*y^0+x^5*y^0+x^10*y^0	6	css		
136	40	32	301.1765	17	4	x^0*y^0+x^0*y^1+x^10*y^0+x^10*y^1	x^0*y^0+x^0*y^2+x^3*y^0+x^3*y^2	8	css		
108	40	28	290.3704	3	18	x^0*y^0+x^0*y^17+x^2*y^0+x^2*y^17	x^0*y^0+x^0*y^16+x^1*y^0+x^1*y^16	8	css		
120	40	29	280.3333	10	6	x^0*y^0+x^0*y^5+x^6*y^0+x^6*y^5	x^0*y^0+x^0*y^4+x^2*y^0+x^2*y^4	8	css		
